qid	pid	score
Q32	C31	1
Q42	C41	1
Q58	C56	1
Q59	C57	1
Q90	C88	1
Q98	C96	1
Q120	C118	1
Q141	C139	1
Q142	C140	1
Q155	C153	1
Q160	C158	1
Q174	C174	1
Q175	C175	1
Q193	C195	1
Q203	C205	1
Q229	C232	1
Q247	C250	1
Q251	C254	1
Q262	C266	1
Q263	C267	1
Q265	C269	1
Q283	C287	1
Q290	C294	1
Q297	C301	1
Q304	C308	1
Q345	C350	1
Q350	C355	1
Q354	C359	1
Q357	C362	1
Q375	C380	1
Q419	C424	1
Q452	C459	1
Q460	C467	1
Q482	C490	1
Q490	C498	1
Q510	C518	1
Q511	C519	1
Q523	C532	1
Q537	C546	1
Q553	C562	1
Q575	C583	1
Q599	C609	1
Q609	C619	1
Q629	C639	1
Q643	C654	1
Q646	C657	1
Q697	C709	1
Q726	C739	1
Q736	C731	1
Q747	C757	1
Q750	C760	1
Q753	C763	1
Q755	C765	1
Q770	C782	1
Q796	C808	1
Q807	C819	1
Q815	C827	1
Q819	C832	1
Q839	C852	1
Q840	C853	1
Q844	C857	1
Q857	C870	1
Q871	C884	1
Q882	C894	1
Q888	C900	1
Q912	C924	1
Q933	C944	1
Q959	C965	1
Q966	C972	1
Q977	C983	1
Q1003	C1012	1
Q1019	C1030	1
Q1030	C1043	1
Q1074	C1087	1
Q1081	C1094	1
Q1090	C1103	1
Q1094	C1107	1
Q1098	C1113	1
Q1100	C1115	1
Q1109	C1124	1
Q1113	C1129	1
Q1120	C1136	1
Q1122	C1138	1
Q1137	C1153	1
Q1178	C1195	1
Q1200	C1218	1
Q1208	C1226	1
Q1218	C1236	1
Q1238	C1258	1
Q1246	C1266	1
Q1256	C1278	1
Q1287	C1312	1
Q1288	C1313	1
Q1296	C1321	1
Q1300	C1325	1
Q1308	C1332	1
Q1339	C1364	1
Q1354	C1376	1
Q1384	C1406	1
Q1424	C1447	1
Q1427	C1450	1
Q1428	C1451	1
Q1442	C1465	1
Q1468	C1491	1
Q1482	C1505	1
Q1488	C1511	1
Q1496	C1519	1
Q1498	C1521	1
Q1500	C1523	1
Q1514	C1537	1
Q1527	C1552	1
Q1546	C1573	1
Q1550	C1577	1
Q1557	C1584	1
Q1559	C1586	1
Q1561	C1588	1
Q1569	C1596	1
Q1603	C1630	1
Q1616	C1644	1
Q1634	C1664	1
Q1644	C1675	1
Q1647	C1678	1
Q1655	C1093	1
Q1660	C1689	1
Q1661	C1690	1
Q1684	C1712	1
Q1700	C1728	1
Q1716	C1741	1
Q1733	C1758	1
Q1742	C1767	1
Q1746	C1771	1
Q1787	C1813	1
Q1793	C1819	1
Q1805	C1831	1
Q1810	C1836	1
Q1815	C1841	1
Q1823	C1849	1
Q1824	C1850	1
Q1830	C1856	1
Q1841	C1867	1
Q1844	C1870	1
Q1852	C1879	1
Q1860	C1888	1
Q1861	C1889	1
Q1862	C1890	1
Q1873	C1901	1
Q1908	C1935	1
Q1919	C1947	1
Q1924	C1952	1
Q1943	C1971	1
Q1944	C1972	1
Q1955	C1983	1
Q1958	C1986	1
Q1973	C2001	1
Q1977	C2005	1
Q2004	C2031	1
Q2025	C2053	1
Q2027	C2054	1
Q2035	C2062	1
Q2050	C159	1
Q2053	C2080	1
Q2105	C2134	1
Q2167	C2195	1
Q2192	C2224	1
Q2203	C2233	1
Q2205	C2236	1
Q2211	C2242	1
Q2213	C2244	1
Q2216	C2247	1
Q2254	C2287	1
Q2279	C2316	1
Q2335	C2372	1
Q2341	C2378	1
Q2347	C2384	1
Q2351	C2388	1
Q2363	C2399	1
Q2388	C2426	1
Q2398	C2436	1
Q2418	C2457	1
Q2427	C2465	1
Q2432	C2470	1
Q2467	C2505	1
Q2469	C2507	1
Q2526	C2565	1
Q2535	C2574	1
Q2545	C2584	1
Q2562	C2602	1
Q2564	C2604	1
Q2581	C2620	1
Q2603	C2644	1
Q2609	C2650	1
Q2613	C2654	1
Q2633	C2674	1
Q2649	C2690	1
Q2653	C2694	1
Q2689	C2733	1
Q2692	C2736	1
Q2710	C2754	1
Q2743	C2786	1
Q2765	C2809	1
Q2766	C2810	1
Q2773	C2817	1
Q2784	C2828	1
Q2823	C2867	1
Q2844	C2886	1
Q2853	C2895	1
Q2872	C2913	1
Q2874	C2916	1
Q2876	C2918	1
Q2881	C2923	1
Q2883	C2925	1
Q2887	C2929	1
Q2888	C2930	1
Q2894	C2936	1
Q2899	C2941	1
Q2901	C2943	1
Q2913	C2956	1
Q2919	C2961	1
Q2924	C2966	1
Q2942	C2986	1
Q2957	C3002	1
Q2976	C3021	1
Q2993	C3038	1
Q3004	C3050	1
Q3014	C3060	1
Q3024	C3070	1
Q3038	C3084	1
Q3070	C3116	1
Q3071	C3117	1
Q3075	C3121	1
Q3081	C3128	1
Q3103	C3150	1
Q3141	C3187	1
Q3146	C3192	1
Q3165	C3212	1
Q3169	C3216	1
Q3194	C3241	1
Q3238	C3286	1
Q3245	C3293	1
Q3266	C3315	1
Q3271	C3320	1
Q3284	C3333	1
Q3307	C3358	1
Q3368	C3421	1
Q3375	C3428	1
Q3405	C3458	1
Q3411	C3464	1
Q3413	C3466	1
Q3414	C3467	1
Q3428	C3481	1
Q3445	C3498	1
Q3466	C3519	1
Q3485	C3539	1
Q3488	C3542	1
Q3494	C3548	1
Q3496	C3549	1
Q3504	C3556	1
Q3548	C3598	1
Q3554	C3604	1
Q3562	C3612	1
Q3569	C3619	1
Q3606	C3657	1
Q3665	C3715	1
Q3671	C3721	1
Q3679	C3729	1
Q3686	C3736	1
Q3698	C3748	1
Q3772	C3820	1
Q3776	C3823	1
Q3781	C3828	1
Q3793	C3840	1
Q3796	C3843	1
Q3826	C3873	1
Q3830	C3877	1
Q3854	C3900	1
Q3874	C3919	1
Q3880	C3925	1
Q3888	C3933	1
Q3890	C3935	1
Q3903	C3948	1
Q3907	C3952	1
Q3915	C3960	1
Q3921	C3967	1
Q3927	C3972	1
Q3929	C3974	1
Q3971	C4016	1
Q3984	C4029	1
Q3985	C4030	1
Q4008	C4052	1
Q4082	C4127	1
Q4084	C4129	1
Q4110	C4155	1
Q4132	C4177	1
Q4139	C4184	1
Q4146	C4191	1
Q4166	C4211	1
Q4173	C4218	1
Q4188	C4237	1
Q4191	C4240	1
Q4197	C4246	1
Q4228	C4278	1
Q4232	C4282	1
Q4280	C4334	1
Q4291	C4349	1
Q4329	C4387	1
Q4337	C4396	1
Q4350	C4409	1
Q4367	C4426	1
Q4370	C4429	1
Q4387	C4446	1
Q4420	C4478	1
Q4429	C4487	1
Q4454	C4511	1
Q4493	C4552	1
Q4539	C4598	1
Q4544	C4603	1
Q4552	C4611	1
Q4559	C4618	1
Q4566	C4625	1
Q4574	C4633	1
Q4621	C4683	1
Q4623	C4685	1
Q4664	C4739	1
Q4682	C4758	1
Q4695	C2907	1
Q4756	C4829	1
Q4759	C4833	1
Q4779	C4853	1
Q4782	C4856	1
Q4786	C4860	1
Q4787	C4861	1
Q4840	C4910	1
Q4845	C4915	1
Q4858	C4931	1
Q4865	C4938	1
Q4873	C4946	1
Q4878	C4952	1
Q4880	C4954	1
Q4889	C4963	1
Q4890	C4964	1
Q4894	C4968	1
Q4898	C4971	1
Q4912	C4985	1
Q4924	C4997	1
Q4925	C4998	1
Q4939	C5011	1
Q4952	C5024	1
Q4971	C5043	1
Q4998	C5071	1
Q5013	C5081	1
Q5023	C5091	1
Q5027	C5096	1
Q5045	C5114	1
Q5068	C5138	1
Q5072	C5142	1
Q5096	C5166	1
Q5111	C5181	1
Q5130	C5201	1
Q5133	C5204	1
Q5136	C5207	1
Q5159	C5230	1
Q5185	C5260	1
Q5186	C5261	1
Q5210	C5284	1
Q5220	C5293	1
Q5233	C5306	1
Q5264	C5337	1
Q5269	C5343	1
Q5300	C5374	1
Q5308	C5382	1
Q5309	C5383	1
Q5327	C5402	1
Q5339	C5414	1
Q5401	C5476	1
Q5425	C5502	1
Q5427	C5504	1
Q5436	C5514	1
Q5441	C5519	1
Q5446	C4462	1
Q5450	C5526	1
Q5519	C5597	1
Q5520	C5598	1
Q5531	C5610	1
Q5563	C2917	1
Q5579	C5655	1
Q5584	C5660	1
Q5625	C5701	1
Q5647	C5724	1
Q5670	C5745	1
Q5694	C5770	1
Q5713	C5789	1
Q5722	C5610	1
Q5727	C5804	1
Q5735	C5812	1
Q5738	C5815	1
Q5740	C5817	1
Q5743	C5820	1
Q5749	C5826	1
Q5752	C5829	1
Q5754	C5831	1
Q5756	C5833	1
Q5781	C5859	1
Q5810	C5888	1
Q5840	C5920	1
Q5855	C5937	1
Q5856	C5938	1
Q5857	C5939	1
Q5890	C5974	1
Q5901	C5985	1
Q5912	C5996	1
Q5917	C6001	1
Q5940	C6026	1
Q5950	C6036	1
Q5986	C6073	1
Q5994	C6082	1
Q5997	C6085	1
Q6002	C6091	1
Q6004	C6094	1
Q6009	C6100	1
Q6027	C6120	1
Q6040	C6132	1
Q6056	C6149	1
Q6067	C6160	1
Q6071	C6164	1
Q6084	C6179	1
Q6126	C6219	1
Q6132	C6223	1
Q6172	C6265	1
Q6215	C6307	1
Q6221	C6313	1
Q6225	C6317	1
Q6230	C6323	1
Q6252	C6347	1
Q6253	C6348	1
Q6265	C6361	1
Q6275	C6372	1
Q6286	C6383	1
Q6328	C5261	1
Q6333	C6430	1
Q6337	C6434	1
Q6353	C6452	1
Q6356	C6455	1
Q6384	C6484	1
Q6387	C6487	1
Q6414	C6516	1
Q6431	C6533	1
Q6433	C6535	1
Q6435	C6537	1
Q6465	C6566	1
Q6488	C6588	1
Q6490	C6590	1
Q6491	C6591	1
Q6510	C6612	1
Q6531	C6634	1
Q6544	C6647	1
Q6551	C6654	1
Q6553	C6656	1
Q6563	C6666	1
Q6595	C6698	1
Q6614	C6719	1
Q6638	C6747	1
Q6660	C6770	1
Q6703	C6814	1
Q6704	C6815	1
Q6714	C6825	1
Q6720	C6831	1
Q6721	C6832	1
Q6731	C6842	1
Q6732	C6843	1
Q6735	C6846	1
Q6749	C6861	1
Q6750	C6862	1
Q6754	C6867	1
Q6756	C6869	1
Q6769	C6882	1
Q6770	C6883	1
Q6779	C6892	1
Q6788	C6901	1
Q6790	C6903	1
Q6791	C6904	1
Q6801	C6914	1
Q6810	C6923	1
Q6813	C6926	1
Q6828	C6941	1
Q6867	C6982	1
Q6869	C6984	1
Q6927	C7044	1
Q6931	C7048	1
Q6954	C7071	1
Q6959	C7076	1
Q6965	C7082	1
Q6987	C7106	1
Q6995	C7116	1
Q7021	C7143	1
Q7024	C7145	1
Q7063	C7187	1
Q7066	C7190	1
Q7087	C7209	1
Q7088	C7210	1
Q7095	C7218	1
Q7118	C7242	1
Q7119	C7243	1
Q7150	C7276	1
Q7151	C7277	1
Q7165	C7292	1
Q7176	C7303	1
Q7210	C7339	1
Q7231	C7361	1
Q7267	C7399	1
Q7282	C7414	1
Q7304	C7436	1
Q7305	C7437	1
Q7306	C7438	1
Q7347	C7480	1
Q7353	C7487	1
Q7379	C7514	1
Q7402	C7537	1
Q7414	C7549	1
Q7420	C7555	1
Q7421	C7556	1
Q7433	C7568	1
Q7449	C7585	1
Q7455	C7591	1
Q7459	C7595	1
Q7489	C7628	1
Q7491	C7630	1
Q7506	C7648	1
Q7521	C7665	1
Q7524	C7668	1
Q7525	C7669	1
Q7546	C7691	1
Q7552	C7697	1
Q7566	C7712	1
Q7571	C7718	1
Q7586	C7733	1
Q7608	C7756	1
Q7610	C7758	1
Q7628	C7776	1
Q7646	C7794	1
Q7647	C7795	1
Q7655	C7800	1
Q7670	C7819	1
Q7676	C7825	1
Q7698	C7848	1
Q7739	C7890	1
Q7756	C7907	1
Q7770	C7921	1
Q7777	C5261	1
Q7782	C7932	1
Q7786	C7936	1
Q7861	C8017	1
Q7911	C8063	1
Q7921	C8073	1
Q7923	C8075	1
Q7934	C8086	1
Q7979	C8134	1
Q8020	C8176	1
Q8023	C8179	1
Q8036	C8192	1
Q8053	C8210	1
Q8069	C8226	1
Q8073	C8230	1
Q8074	C8231	1
Q8099	C5745	1
Q8101	C8258	1
Q8106	C8263	1
Q8119	C8276	1
Q8143	C8300	1
Q8144	C8301	1
Q8145	C8302	1
Q8181	C8338	1
Q8185	C7489	1
Q8191	C8348	1
Q8193	C8350	1
Q8196	C8353	1
Q8200	C8358	1
Q8210	C8368	1
Q8211	C8369	1
Q8222	C8380	1
Q8233	C8391	1
Q8234	C8392	1
Q8242	C8401	1
Q8251	C8410	1
Q8298	C8457	1
Q8301	C8460	1
Q8330	C8490	1
Q8340	C8501	1
Q8348	C6666	1
Q8359	C8519	1
Q8399	C8558	1
Q8404	C8563	1
Q8441	C8600	1
Q8445	C8604	1
Q8453	C8612	1
Q8458	C8617	1
Q8465	C8626	1
Q8469	C8630	1
Q8472	C8633	1
Q8480	C8641	1
Q8481	C8642	1
Q8487	C8648	1
Q8490	C8651	1
Q8536	C8699	1
Q8554	C8717	1
Q8601	C8764	1
Q8614	C8777	1
Q8619	C8782	1
Q8627	C8790	1
Q8628	C8791	1
Q8646	C8809	1
Q8650	C8813	1
Q8654	C8817	1
Q8662	C8825	1
Q8671	C8834	1
Q8676	C8840	1
Q8710	C8874	1
Q8747	C8912	1
Q8782	C8947	1
Q8783	C8948	1
Q8824	C8989	1
Q8842	C9007	1
Q8856	C9021	1
Q8865	C9029	1
Q8882	C9046	1
Q8909	C9073	1
Q8916	C9080	1
Q8920	C8300	1
Q8932	C9095	1
Q8934	C9097	1
Q8991	C9155	1
Q8999	C9163	1
Q9001	C9165	1
Q9006	C9170	1
Q9008	C9172	1
Q9018	C9182	1
Q9041	C9206	1
Q9047	C9212	1
Q9050	C9215	1
Q9056	C9221	1
Q9079	C9244	1
Q9081	C9246	1
Q9104	C9269	1
Q9109	C9274	1
Q9146	C9312	1
Q9164	C159	1
Q9166	C159	1
Q9167	C159	1
Q9179	C9341	1
Q9189	C9351	1
Q9191	C9353	1
Q9229	C9391	1
Q9241	C9403	1
Q9253	C9415	1
Q9254	C9416	1
Q9279	C9442	1
Q9314	C9480	1
Q9329	C9495	1
Q9332	C9498	1
Q9357	C9524	1
Q9365	C9533	1
Q9386	C9555	1
Q9409	C9578	1
Q9413	C9582	1
Q9421	C9591	1
Q9447	C9620	1
Q9469	C9644	1
Q9472	C9647	1
Q9475	C9650	1
Q9479	C9654	1
Q9485	C9660	1
Q9489	C9664	1
Q9520	C9697	1
Q9537	C9715	1
Q9549	C9730	1
Q9551	C9734	1
Q9556	C9741	1
Q9558	C9746	1
Q9581	C9776	1
Q9587	C9782	1
Q9588	C9783	1
Q9598	C9793	1
Q9599	C9794	1
Q9600	C9795	1
Q9604	C9799	1
Q9607	C9802	1
Q9615	C9810	1
Q9622	C9817	1
Q9629	C9824	1
Q9645	C9842	1
Q9646	C9843	1
Q9667	C9865	1
Q9670	C9868	1
Q9680	C9878	1
Q9684	C9882	1
Q9699	C9898	1
Q9704	C9904	1
Q9709	C9909	1
Q9729	C9929	1
Q9753	C9955	1
Q9759	C9961	1
Q9769	C9972	1
Q9804	C10008	1
Q9806	C10010	1
Q9819	C10024	1
Q9836	C10044	1
Q9849	C10057	1
Q9885	C10094	1
Q9889	C10098	1
Q9927	C10139	1
Q9930	C10142	1
Q9962	C10176	1
Q9971	C10186	1
Q10000	C10215	1
Q10020	C10244	1
Q10064	C10292	1
Q10072	C10300	1
Q10094	C10321	1
Q10096	C10323	1
Q10126	C10358	1
Q10133	C10365	1
Q10149	C10383	1
Q10169	C10404	1
Q10190	C10426	1
Q10212	C10448	1
Q10218	C10455	1
Q10227	C10464	1
Q10232	C10469	1
Q10248	C10485	1
Q10249	C10486	1
Q10290	C10530	1
Q10293	C10533	1
Q10294	C10534	1
Q10296	C10536	1
Q10318	C10558	1
Q10329	C10569	1
Q10330	C10570	1
Q10332	C10574	1
Q10342	C10584	1
Q10371	C10614	1
Q10386	C10630	1
Q10389	C10633	1
Q10390	C10634	1
Q10420	C10664	1
Q10422	C10666	1
Q10444	C10688	1
Q10462	C10707	1
Q10472	C10718	1
Q10478	C10724	1
Q10489	C10734	1
Q10498	C10744	1
Q10506	C10752	1
Q10536	C10782	1
Q10537	C10783	1
Q10551	C10797	1
Q10566	C10813	1
Q10623	C10871	1
Q10627	C10875	1
Q10686	C10936	1
Q10693	C10943	1
Q10712	C10963	1
Q10739	C10991	1
Q10785	C11037	1
Q10788	C11041	1
Q10811	C11064	1
Q10821	C11074	1
Q10850	C11106	1
Q10854	C11110	1
Q10856	C11112	1
Q10862	C11118	1
Q10918	C11176	1
Q10943	C11203	1
Q10958	C11218	1
Q10996	C11256	1
Q11013	C11273	1
Q11032	C11293	1
Q11034	C11295	1
Q11047	C11308	1
Q11070	C11331	1
Q11083	C11346	1
Q11122	C11387	1
Q11160	C11427	1
Q11162	C11429	1
Q11163	C11430	1
Q11179	C11448	1
Q11190	C11459	1
Q11197	C11467	1
Q11236	C11506	1
Q11244	C11514	1
Q11248	C11518	1
Q11250	C11520	1
Q11263	C11533	1
Q11271	C11543	1
Q11284	C11558	1
Q11291	C11565	1
Q11300	C11574	1
Q11332	C11608	1
Q11333	C11609	1
Q11364	C11643	1
Q11365	C11644	1
Q11374	C11653	1
Q11390	C11670	1
Q11401	C11680	1
Q11412	C11693	1
Q11417	C11698	1
Q11441	C11722	1
Q11469	C11750	1
Q11484	C11766	1
Q11491	C11775	1
Q11507	C11790	1
Q11518	C11802	1
Q11540	C11824	1
Q11548	C11832	1
Q11574	C11858	1
Q11602	C11889	1
Q11618	C11906	1
Q11625	C11913	1
Q11635	C11923	1
Q11641	C11929	1
Q11642	C11930	1
Q11650	C11939	1
Q11660	C11948	1
Q11662	C11950	1
Q11726	C12016	1
Q11734	C12024	1
Q11735	C12026	1
Q11739	C12030	1
Q11744	C12035	1
Q11747	C12039	1
Q11755	C12048	1
Q11758	C12051	1
Q11770	C12065	1
Q11778	C12073	1
Q11789	C12084	1
Q11790	C12085	1
Q11793	C12088	1
Q11822	C12119	1
Q11825	C12122	1
Q11826	C12123	1
Q11877	C12175	1
Q11889	C12187	1
Q11899	C12197	1
Q11901	C12199	1
Q11919	C12217	1
Q11931	C12229	1
Q11936	C12233	1
Q11951	C12249	1
Q11957	C12255	1
Q11958	C12256	1
Q11960	C12259	1
Q11965	C12264	1
Q11980	C12279	1
Q11988	C12287	1
Q12001	C12300	1
Q12026	C12326	1
Q12069	C12369	1
Q12073	C12374	1
Q12074	C12375	1
Q12092	C12393	1
Q12115	C12417	1
Q12119	C12421	1
Q12120	C12422	1
Q12132	C12433	1
Q12136	C12437	1
Q12159	C12461	1
Q12166	C12468	1
Q12175	C12477	1
Q12184	C12486	1
Q12189	C12491	1
Q12206	C12508	1
Q12236	C12540	1
Q12240	C12544	1
Q12243	C12547	1
Q12245	C12549	1
Q12254	C12558	1
Q12259	C12563	1
Q12261	C12565	1
Q12302	C12608	1
Q12314	C12620	1
Q12319	C12625	1
Q12321	C12627	1
Q12351	C12660	1
Q12358	C12667	1
Q12362	C12671	1
Q12364	C12673	1
Q12385	C12694	1
Q12395	C12704	1
Q12396	C12706	1
Q12403	C12713	1
Q12404	C12715	1
Q12421	C12732	1
Q12427	C12738	1
Q12434	C12747	1
Q12437	C12750	1
Q12451	C12763	1
Q12460	C12772	1
Q12480	C12792	1
Q12489	C12802	1
Q12497	C12811	1
Q12515	C12829	1
Q12533	C12848	1
Q12591	C12906	1
Q12594	C12909	1
Q12597	C12912	1
Q12626	C12940	1
Q12681	C12995	1
Q12699	C13014	1
Q12706	C13021	1
Q12708	C13024	1
Q12710	C13026	1
Q12716	C13033	1
Q12733	C13052	1
Q12740	C13059	1
Q12757	C13079	1
Q12795	C13121	1
Q12833	C13160	1
Q12859	C13187	1
Q12862	C13190	1
Q12873	C13201	1
Q12900	C13229	1
Q12915	C13244	1
Q12924	C13254	1
Q12966	C13300	1
Q12974	C13308	1
Q12981	C13315	1
Q13001	C13335	1
Q13002	C13336	1
Q13011	C13345	1
Q13017	C13351	1
Q13033	C13368	1
Q13035	C13370	1
Q13037	C13371	1
Q13046	C13380	1
Q13047	C13381	1
Q13050	C13384	1
Q13052	C13386	1
Q13062	C13396	1
Q13063	C13397	1
Q13067	C13401	1
Q13081	C13415	1
Q13097	C13432	1
Q13110	C13445	1
Q13120	C13455	1
Q13139	C13474	1
Q13147	C13483	1
Q13148	C13484	1
Q13150	C13486	1
Q13151	C13487	1
Q13174	C13510	1
Q13196	C13532	1
Q13243	C13580	1
Q13250	C13587	1
Q13255	C13592	1
Q13256	C13593	1
Q13271	C13609	1
Q13305	C13644	1
Q13306	C13645	1
Q13340	C13681	1
Q13375	C13716	1
Q13438	C13782	1
Q13447	C13791	1
Q13491	C13836	1
Q13503	C13850	1
Q13542	C13890	1
Q13571	C13920	1
Q13577	C13926	1
Q13588	C13938	1
Q13607	C13957	1
Q13610	C13962	1
Q13629	C13981	1
Q13644	C13998	1
Q13707	C14064	1
Q13711	C14069	1
Q13714	C14073	1
Q13763	C14124	1
Q13768	C14129	1
Q13773	C14133	1
Q13775	C14135	1
Q13786	C14146	1
Q13788	C14148	1
Q13802	C14163	1
Q13805	C14166	1
Q13833	C14196	1
Q13841	C14205	1
Q13848	C14212	1
Q13865	C14231	1
Q13872	C14238	1
Q13901	C14267	1
Q13902	C14268	1
Q13967	C14338	1
Q13984	C14355	1
Q13992	C14363	1
Q13993	C14364	1
Q14006	C14377	1
Q14040	C14411	1
Q14041	C14412	1
Q14054	C14426	1
Q14057	C14429	1
Q14086	C14458	1
Q14091	C14463	1
Q14101	C14473	1
Q14109	C14481	1
Q14123	C14495	1
Q14129	C14501	1
Q14161	C14535	1
Q14164	C14539	1
Q14178	C14553	1
Q14180	C14555	1
Q14181	C14556	1
Q14187	C14562	1
Q14200	C14575	1
Q14208	C14583	1
Q14249	C14625	1
Q14253	C14629	1
Q14285	C14662	1
Q14295	C14674	1
Q14299	C14679	1
Q14336	C14717	1
Q14378	C14758	1
Q14392	C14773	1
Q14414	C14799	1
Q14415	C14800	1
Q14428	C14813	1
Q14456	C14844	1
Q14498	C14887	1
Q14502	C14891	1
Q14519	C14908	1
Q14521	C14910	1
Q14531	C14920	1
Q14540	C14929	1
Q14570	C14959	1
Q14586	C14975	1
Q14617	C15006	1
Q14624	C15014	1
Q14643	C15033	1
Q14676	C15066	1
Q14710	C15101	1
Q14759	C15155	1
Q14795	C15192	1
Q14811	C15210	1
Q14816	C15215	1
Q14840	C15240	1
Q14878	C15280	1
Q14879	C15281	1
Q14881	C15283	1
Q14899	C15301	1
Q14920	C15323	1
Q14937	C15341	1
Q14938	C15342	1
Q14955	C15359	1
Q14960	C15364	1
Q14992	C15398	1
Q15003	C15410	1
Q15021	C15429	1
Q15058	C15466	1
Q15064	C15472	1
Q15093	C15503	1
Q15095	C15505	1
Q15096	C15506	1
Q15112	C15523	1
Q15115	C15526	1
Q15143	C15554	1
Q15166	C15578	1
Q15183	C15597	1
Q15190	C15604	1
Q15193	C15607	1
Q15196	C15610	1
Q15202	C15617	1
Q15266	C15684	1
Q15271	C15689	1
Q15278	C15696	1
Q15319	C15735	1
Q15325	C15744	1
Q15357	C15779	1
Q15358	C15780	1
Q15363	C15785	1
Q15364	C15786	1
Q15368	C15791	1
Q15369	C15792	1
Q15403	C15828	1
Q15406	C15831	1
Q15419	C15844	1
Q15422	C15847	1
Q15425	C15850	1
Q15429	C15854	1
Q15501	C15929	1
Q15524	C15953	1
Q15528	C15957	1
Q15539	C15968	1
Q15553	C15983	1
Q15563	C15993	1
Q15564	C15994	1
Q15598	C16034	1
Q15628	C16065	1
Q15634	C16071	1
Q15636	C16073	1
Q15718	C16161	1
Q15720	C16163	1
Q15736	C16180	1
Q15763	C16210	1
Q15768	C16215	1
Q15791	C16238	1
Q15797	C16245	1
Q15848	C16304	1
Q15851	C16307	1
Q15861	C16319	1
Q15862	C16320	1
Q15884	C16343	1
Q15886	C16345	1
Q15919	C16379	1
Q16002	C16468	1
Q16005	C16471	1
Q16013	C16479	1
Q16024	C16490	1
Q16043	C16512	1
Q16057	C16527	1
Q16099	C16574	1
Q16100	C16575	1
Q16119	C16595	1
Q16128	C16604	1
Q16155	C16634	1
Q16156	C16635	1
Q16157	C16636	1
Q16159	C16638	1
Q16164	C16643	1
Q16178	C16658	1
Q16202	C16683	1
Q16255	C16735	1
Q16290	C16772	1
Q16304	C16787	1
Q16309	C16793	1
Q16333	C16818	1
Q16361	C16849	1
Q16387	C16874	1
Q16401	C16890	1
Q16425	C16915	1
Q16426	C16916	1
Q16460	C16950	1
Q16503	C16994	1
Q16528	C17022	1
Q16535	C17029	1
Q16572	C17069	1
Q16607	C17102	1
Q16613	C17108	1
Q16635	C17131	1
Q16670	C17170	1
Q16677	C17177	1
Q16704	C17170	1
Q16741	C17242	1
Q16765	C17266	1
Q16767	C17268	1
Q16784	C17285	1
Q16807	C17310	1
Q16829	C17332	1
Q16870	C17376	1
Q16894	C17402	1
Q16907	C17415	1
Q16909	C17418	1
Q16911	C17420	1
Q16938	C17449	1
Q16957	C17470	1
Q16962	C17475	1
Q16979	C17494	1
Q17026	C17546	1
Q17040	C17560	1
Q17053	C17574	1
Q17066	C17587	1
Q17112	C17634	1
Q17121	C17644	1
Q17134	C17657	1
Q17166	C17692	1
Q17174	C17700	1
Q17202	C17730	1
Q17234	C17762	1
Q17266	C17794	1
Q17315	C17843	1
Q17316	C17844	1
Q17321	C17849	1
Q17355	C17886	1
Q17364	C17896	1
Q17372	C17904	1
Q17387	C17922	1
Q17416	C17954	1
Q17426	C17967	1
Q17466	C18013	1
Q17474	C18023	1
Q17522	C18077	1
Q17526	C18082	1
Q17557	C18115	1
Q17562	C18120	1
Q17568	C18127	1
Q17569	C18128	1
Q17574	C18133	1
Q17581	C18142	1
Q17592	C18154	1
Q17597	C18159	1
Q17601	C18163	1
Q17602	C18164	1
Q17604	C18166	1
Q17614	C18178	1
Q17634	C18201	1
Q17643	C18210	1
Q17655	C18223	1
Q17717	C18293	1
Q17734	C18314	1
Q17736	C18316	1
Q17749	C18330	1
Q17756	C18337	1
Q17771	C18354	1
Q17774	C18358	1
Q17778	C18362	1
Q17796	C18383	1
Q17798	C18386	1
Q17800	C18388	1
Q17805	C18393	1
Q17818	C18407	1
Q17827	C18417	1
Q17852	C18449	1
Q17867	C18466	1
Q17875	C18475	1
Q17883	C18483	1
Q17885	C18485	1
Q17893	C18495	1
Q17900	C18502	1
Q17905	C18507	1
Q17919	C18521	1
Q17926	C18531	1
Q17927	C18532	1
Q17964	C18577	1
Q18056	C18664	1
Q18086	C18697	1
Q18091	C18703	1
Q18099	C18712	1
Q18100	C18713	1
Q18106	C18720	1
Q18114	C18730	1
Q18128	C18745	1
Q18142	C18765	1
Q18143	C18766	1
Q18176	C18805	1
Q18191	C18823	1
Q18240	C18883	1
Q18250	C18893	1
Q18268	C18913	1
Q18336	C18988	1
Q18340	C18994	1
Q18364	C19020	1
Q18387	C19046	1
Q18434	C19098	1
Q18435	C19099	1
Q18439	C19103	1
